Johor,Batu Pahat,jhr04,jhr-0
Johor,Gemas,jhr04,jhr-1
Johor,Johor Bahru,jhr02,jhr-2
Johor,Kluang,jhr03,jhr-3
Johor,Kota Tinggi,jhr02,jhr-4
Johor,Mersing,jhr02,jhr-5
Johor,Muar,jhr04,jhr-6
Johor,Pemanggil,jhr01,jhr-7
Johor,Pontian,jhr03,jhr-8
Johor,Pulau Aur,jhr01,jhr-9
Johor,Segamat,jhr04,jhr-10
Kedah,Baling,kdh04,kdh-0
Kedah,Bandar Baharu,kdh05,kdh-1
Kedah,Kota Setar,kdh01,kdh-2
Kedah,Kuala Muda,kdh02,kdh-3
Kedah,Kubang Pasu,kdh01,kdh-4
Kedah,Kulim,kdh05,kdh-5
Kedah,Langkawi,kdh06,kdh-6
Kedah,Padang Terap,kdh03,kdh-7
Kedah,Pendang,kdh02,kdh-8
Kedah,Pokok Sena,kdh01,kdh-9
Kedah,Puncak Gunung Jerai,kdh07,kdh-10
Kedah,Sik,kdh03,kdh-11
Kedah,Yan,kdh02,kdh-12
Kelantan,Bachok,ktn01,ktn-0
Kelantan,Bertam,ktn03,ktn-1
Kelantan,Jeli,ktn03,ktn-2
Kelantan,Kota Bharu,ktn01,ktn-3
Kelantan,Kuala Krai,ktn01,ktn-4
Kelantan,Machang,ktn01,ktn-5
Kelantan,Mukim Chiku,ktn01,ktn-6
Kelantan,Mukim Galas,ktn03,ktn-7
Kelantan,Pasir Mas,ktn01,ktn-8
Kelantan,Pasir Puteh,ktn01,ktn-9
Kelantan,Tanah Merah,ktn01,ktn-10
Kelantan,Tumpat,ktn01,ktn-11
Melaka,Alor Gajah,mlk01,mlk-0
Melaka,Bandar Melaka,mlk01,mlk-1
Melaka,Jasin,mlk01,mlk-2
Melaka,Masjid Tanah,mlk01,mlk-3
Melaka,Merlimau,mlk01,mlk-4
Melaka,Nyalas,mlk01,mlk-5
Negeri Sembilan,Jelebu,ngs02,ngs-0
Negeri Sembilan,Jempol,ngs01,ngs-1
Negeri Sembilan,Kuala Pilah,ngs02,ngs-2
Negeri Sembilan,Port Dickson,ngs02,ngs-3
Negeri Sembilan,Rembau,ngs02,ngs-4
Negeri Sembilan,Seremban,ngs02,ngs-5
Negeri Sembilan,Tampin,ngs01,ngs-6
Pahang,Bentong,phg04,phg-0
Pahang,Bera,phg03,phg-1
Pahang,Bukit Fraser,phg05,phg-2
Pahang,Cameron Highland,phg06,phg-3
Pahang,Chenor,phg03,phg-4
Pahang,Genting Highlands,phg05,phg-5
Pahang,Jerantut,phg03,phg-6
Pahang,Kuala Lipis,phg04,phg-7
Pahang,Kuantan,phg02,phg-8
Pahang,Maran,phg03,phg-9
Pahang,Muadzam Shah,phg02,phg-10
Pahang,Pekan,phg02,phg-11
Pahang,Pulau Tioman,phg01,phg-12
Pahang,Raub,phg04,phg-13
Pahang,Rompin,phg02,phg-14
Pahang,Temerloh,phg03,phg-15
Perak,Bagan Datoh,prk05,prk-0
Perak,Bagan Serai,prk06,prk-1
Perak,Batu Gajah,prk02,prk-2
Perak,Belum,prk04,prk-3
Perak,Beruas,prk05,prk-4
Perak,Bukit Larut,prk07,prk-5
Perak,Grik,prk03,prk-6
Perak,Ipoh,prk02,prk-7
Perak,Kampar,prk02,prk-8
Perak,Kampung Gajah,prk05,prk-9
Perak,Kuala Kangsar,prk02,prk-10
Perak,Lenggong,prk03,prk-11
Perak,Lumut,prk05,prk-12
Perak,Parit,prk05,prk-13
Perak,Parit Buntar,prk06,prk-14
Perak,Pengkalan Hulu,prk03,prk-15
Perak,Pulau Pangkor,prk05,prk-16
Perak,Selama,prk06,prk-17
Perak,Setiawan,prk05,prk-18
Perak,Slim River,prk01,prk-19
Perak,Sri Iskandar,prk05,prk-20
Perak,Sungai Siput,prk02,prk-21
Perak,Taiping,prk06,prk-22
Perak,Tanjung Malim,prk01,prk-23
Perak,Tapah,prk01,prk-24
Perak,Teluk Intan,prk05,prk-25
